         Time_s                                                                                                               01                                                                                                               02                                                                                                               03                                                                                                               04                                                                                                               05                                                                                                               06                                                                                                               07                                                                                                               08                                                                                                               09                                                                                                               10                                                                                                               11                                                                                                               12                                                                                                               13                                                                                                               14                                                                                                               15                                                                                                               16                                                                                                               17                                                                                                               18                                                                                                               19                                                                                                               20                                                                                                               21                                                                                                               22                                                                                                               23                                                                                                               24                                                                                                               25                                                                                                               26                                                                                                               27                                                                                                               28                                                                                                               29                                                                                                               30                                                                                                               31                                                                                                               32                                                                                                               33                                                                                                               34                                                                                                               35                                                                                                               36                                                                                                               37                                                                                                               38                                                                                                               39                                                                                                               40                                                                                                               41                                                                                                               42
   0.000000E+00   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   1.0000E+09   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
   1.000000E-15   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   1.0587E+03   3.7876E+02   1.0889E-12   1.3808E-12   3.8704E-13   1.5178E-13   5.6525E-14   2.6649E-02   2.2141E-17   9.9586E-18   5.6509E-18   1.5200E-17   9.6432E-17   1.0094E-26   3.1246E+00   0.0000E+00   1.6381E-22   3.7627E+02   1.0000E+09   2.0964E-09   2.0487E+00   4.1799E-41   3.9551E-20   1.7400E+01   2.6644E-02   0.0000E+00   5.2448E-09   3.0571E-30   3.1246E+00   2.5395E+00   2.6222E-29   1.9977E+00   9.6840E-21   1.5717E-27   1.5153E-50
   2.000000E-15   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   2.7030E+03   7.6162E+02   3.7957E-12   6.2918E-12   2.0076E-12   9.0822E-13   3.3914E-13   2.6016E-01   2.8113E-16   1.2648E-16   7.2241E-17   1.9387E-16   1.5163E-15   6.7079E-26   8.2514E+00   0.0000E+00   1.0695E-21   7.5677E+02   1.0000E+09   9.9091E-09   9.7542E+00   6.1505E-40   2.1926E-19   3.4799E+01   2.6015E-01   0.0000E+00   2.0993E-08   3.6333E-29   8.2513E+00   1.0698E+01   6.1774E-28   3.9102E+00   1.1885E-19   2.9072E-26   9.9154E-49
   3.000000E-15   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   4.5055E+03   1.1440E+03   8.0970E-12   1.4699E-11   4.8858E-12   2.2918E-12   8.5968E-13   6.1839E-01   1.0651E-15   4.7919E-16   2.7396E-16   7.3702E-16   6.0431E-15   2.4378E-25   1.3945E+01   0.0000E+00   3.8349E-21   1.1370E+03   1.0000E+09   2.5074E-08   1.9827E+01   4.0525E-39   7.0171E-19   5.2199E+01   6.1838E-01   0.0000E+00   4.6789E-08   2.0073E-28   1.3945E+01   2.1021E+01   3.7511E-27   5.7950E+00   4.4850E-19   1.5546E-25   1.3013E-47
   4.000000E-15   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   6.3436E+03   1.5262E+03   1.4031E-11   2.6480E-11   8.9517E-12   4.2579E-12   1.6007E-12   1.0104E+00   2.4964E-15   1.1232E-15   6.4233E-16   1.7298E-15   1.4402E-14   6.1066E-25   1.9767E+01   0.0000E+00   9.5252E-21   1.5172E+03   1.0000E+09   4.7926E-08   3.0488E+01   1.6075E-38   1.6301E-18   6.9598E+01   1.0104E+00   0.0000E+00   8.2405E-08   6.4181E-28   1.9767E+01   3.1870E+01   1.2150E-26   7.6734E+00   1.0503E-18   4.6798E-25   6.8663E-47
   5.000000E-15   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   8.1894E+03   1.9084E+03   2.1624E-11   4.1607E-11   1.4181E-11   6.7899E-12   2.5554E-12   1.4101E+00   4.6088E-15   2.0736E-15   1.1860E-15   3.1954E-15   2.6767E-14   1.2387E-24   2.5617E+01   0.0000E+00   1.9212E-20   1.8973E+03   1.0000E+09   7.8565E-08   4.1279E+01   4.7492E-38   3.1510E-18   8.6998E+01   1.4100E+00   0.0000E+00   1.2782E-07   1.5226E-27   2.5617E+01   4.2836E+01   2.8623E-26   9.5504E+00   1.9383E-18   1.0522E-24   2.2941E-46
   6.000000E-15   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   1.0037E+04   2.2906E+03   3.0886E-11   6.0071E-11   2.0567E-11   9.8824E-12   3.7216E-12   1.8115E+00   7.4098E-15   3.3338E-15   1.9068E-15   5.1388E-15   4.3171E-14   2.1982E-24   3.1473E+01   0.0000E+00   3.3958E-20   2.2775E+03   1.0000E+09   1.1701E-07   5.2100E+01   1.1584E-37   5.4109E-18   1.0440E+02   1.8114E+00   0.0000E+00   1.8304E-07   3.0105E-27   3.1473E+01   5.3828E+01   5.5931E-26   1.1427E+01   3.1159E-18   1.9910E-24   5.8638E-46
   7.000000E-15   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   1.1885E+04   2.6728E+03   4.1819E-11   8.1867E-11   2.8105E-11   1.3533E-11   5.0983E-12   2.2129E+00   1.0901E-14   4.9044E-15   2.8053E-15   7.5609E-15   6.3617E-14   3.5594E-24   3.7329E+01   0.0000E+00   5.4823E-20   2.6576E+03   1.0000E+09   1.6328E-07   6.2920E+01   2.4705E-37   8.5565E-18   1.2180E+02   2.2128E+00   0.0000E+00   2.4805E-07   5.2735E-27   3.7329E+01   6.4820E+01   9.6804E-26   1.3304E+01   4.5835E-18   3.3667E-24   1.2601E-45
   8.000000E-15   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   1.3732E+04   3.0550E+03   5.4423E-11   1.0700E-10   3.6795E-11   1.7742E-11   6.6855E-12   2.6143E+00   1.5082E-14   6.7855E-15   3.8813E-15   1.0462E-14   8.8104E-14   5.3924E-24   4.3185E+01   0.0000E+00   8.2868E-20   3.0377E+03   1.0000E+09   2.1735E-07   7.3741E+01   4.7706E-37   1.2734E-17   1.3920E+02   2.6142E+00   0.0000E+00   3.2286E-07   8.4802E-27   4.3185E+01   7.5812E+01   1.5396E-25   1.5181E+01   6.3411E-18   5.2607E-24   2.4007E-45
   9.000000E-15   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   1.5580E+04   3.4372E+03   6.8700E-11   1.3546E-10   4.6639E-11   2.2509E-11   8.4832E-12   3.0156E+00   1.9953E-14   8.9770E-15   5.1348E-15   1.3841E-14   1.1663E-13   7.7673E-24   4.9041E+01   0.0000E+00   1.1915E-19   3.4179E+03   1.0000E+09   2.7924E-07   8.4561E+01   8.5352E-37   1.8091E-17   1.5660E+02   3.0156E+00   0.0000E+00   4.0747E-07   1.2799E-26   4.9041E+01   8.6804E+01   2.3012E-25   1.7057E+01   8.3889E-18   7.7548E-24   4.1875E-45
   1.000000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   1.7427E+04   3.8194E+03   8.4649E-11   1.6726E-10   5.7635E-11   2.7835E-11   1.0491E-11   3.4170E+00   2.5513E-14   1.1479E-14   6.5660E-15   1.7700E-14   1.4920E-13   1.0754E-23   5.4897E+01   0.0000E+00   1.6473E-19   3.7980E+03   1.0000E+09   3.4895E-07   9.5382E+01   1.4374E-36   2.4773E-17   1.7400E+02   3.4170E+00   0.0000E+00   5.0188E-07   1.8398E-26   5.4897E+01   9.7796E+01   3.2801E-25   1.8934E+01   1.0727E-17   1.0931E-23   6.8295E-45
   1.100000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   1.9275E+04   4.2016E+03   1.0227E-10   2.0238E-10   6.9784E-11   3.3719E-11   1.2710E-11   3.8184E+00   3.1765E-14   1.4291E-14   8.1748E-15   2.2037E-14   1.8581E-13   1.4424E-23   6.0754E+01   0.0000E+00   2.2067E-19   4.1782E+03   1.0000E+09   4.2647E-07   1.0620E+02   2.3048E-36   3.2927E-17   1.9140E+02   3.8184E+00   0.0000E+00   6.0609E-07   2.5445E-26   6.0754E+01   1.0879E+02   4.5034E-25   2.0811E+01   1.3355E-17   1.4870E-23   1.0565E-44
   1.200000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   2.1122E+04   4.5837E+03   1.2156E-10   2.4085E-10   8.3086E-11   4.0161E-11   1.5140E-11   4.2198E+00   3.8706E-14   1.7414E-14   9.9612E-15   2.6853E-14   2.2646E-13   1.8845E-23   6.6610E+01   0.0000E+00   2.8803E-19   4.5583E+03   1.0000E+09   5.1180E-07   1.1702E+02   3.5482E-36   4.2700E-17   2.0880E+02   4.2198E+00   0.0000E+00   7.2010E-07   3.4110E-26   6.6610E+01   1.1978E+02   5.9983E-25   2.2687E+01   1.6273E-17   1.9655E-23   1.5663E-44
   1.300000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   2.2970E+04   4.9659E+03   1.4253E-10   2.8264E-10   9.7541E-11   4.7162E-11   1.7779E-11   4.6212E+00   4.6337E-14   2.0848E-14   1.1925E-14   3.2148E-14   2.7116E-13   2.4089E-23   7.2466E+01   0.0000E+00   3.6787E-19   4.9384E+03   1.0000E+09   6.0495E-07   1.2784E+02   5.2786E-36   5.4239E-17   2.2619E+02   4.6212E+00   0.0000E+00   8.4392E-07   4.4561E-26   7.2466E+01   1.3077E+02   7.7920E-25   2.4564E+01   1.9481E-17   2.5367E-23   2.2419E-44
   1.400000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   2.4818E+04   5.3481E+03   1.6516E-10   3.2777E-10   1.1315E-10   5.4721E-11   2.0630E-11   5.0226E+00   5.4658E-14   2.4592E-14   1.4067E-14   3.7921E-14   3.1990E-13   3.0226E-23   7.8322E+01   0.0000E+00   4.6124E-19   5.3186E+03   1.0000E+09   7.0592E-07   1.3866E+02   7.6269E-36   6.7689E-17   2.4359E+02   5.0226E+00   0.0000E+00   9.7753E-07   5.6965E-26   7.8322E+01   1.4176E+02   9.9118E-25   2.6441E+01   2.2979E-17   3.2087E-23   3.1162E-44
   1.500000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   2.6665E+04   5.7303E+03   1.8947E-10   3.7624E-10   1.2991E-10   6.2838E-11   2.3691E-11   5.4240E+00   6.3670E-14   2.8646E-14   1.6386E-14   4.4174E-14   3.7267E-13   3.7326E-23   8.4178E+01   0.0000E+00   5.6922E-19   5.6987E+03   1.0000E+09   8.1470E-07   1.4948E+02   1.0746E-35   8.3199E-17   2.6099E+02   5.4240E+00   0.0000E+00   1.1209E-06   7.1492E-26   8.4179E+01   1.5276E+02   1.2385E-24   2.8318E+01   2.6768E-17   3.9899E-23   4.2247E-44
   1.600000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   2.8513E+04   6.1125E+03   2.1546E-10   4.2804E-10   1.4782E-10   7.1514E-11   2.6963E-11   5.8254E+00   7.3371E-14   3.3011E-14   1.8883E-14   5.0905E-14   4.2950E-13   4.5458E-23   9.0035E+01   0.0000E+00   6.9285E-19   6.0789E+03   1.0000E+09   9.3129E-07   1.6030E+02   1.4811E-35   1.0091E-16   2.7839E+02   5.8253E+00   0.0000E+00   1.2742E-06   8.8311E-26   9.0035E+01   1.6375E+02   1.5238E-24   3.0194E+01   3.0846E-17   4.8882E-23   5.6061E-44
   1.700000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   3.0360E+04   6.4947E+03   2.4311E-10   4.8317E-10   1.6689E-10   8.0748E-11   3.0445E-11   6.2268E+00   8.3763E-14   3.7687E-14   2.1557E-14   5.8115E-14   4.9036E-13   5.4694E-23   9.5891E+01   0.0000E+00   8.3320E-19   6.4590E+03   1.0000E+09   1.0557E-06   1.7113E+02   2.0024E-35   1.2098E-16   2.9579E+02   6.2267E+00   0.0000E+00   1.4372E-06   1.0759E-25   9.5891E+01   1.7474E+02   1.8500E-24   3.2071E+01   3.5215E-17   5.9119E-23   7.3020E-44
   1.800000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   3.2208E+04   6.8769E+03   2.7244E-10   5.4164E-10   1.8711E-10   9.0541E-11   3.4138E-11   6.6282E+00   9.4846E-14   4.2673E-14   2.4409E-14   6.5805E-14   5.5527E-13   6.5104E-23   1.0175E+02   0.0000E+00   9.9134E-19   6.8392E+03   1.0000E+09   1.1879E-06   1.8195E+02   2.6611E-35   1.4355E-16   3.1319E+02   6.6281E+00   0.0000E+00   1.6100E-06   1.2950E-25   1.0175E+02   1.8573E+02   2.2196E-24   3.3948E+01   3.9874E-17   7.0693E-23   9.3570E-44
   1.900000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   3.4055E+04   7.2591E+03   3.0344E-10   6.0344E-10   2.0848E-10   1.0089E-10   3.8041E-11   7.0296E+00   1.0662E-13   4.7970E-14   2.7439E-14   7.3973E-14   6.2422E-13   7.6757E-23   1.0760E+02   0.0000E+00   1.1683E-18   7.2193E+03   1.0000E+09   1.3280E-06   1.9277E+02   3.4829E-35   1.6876E-16   3.3059E+02   7.0295E+00   0.0000E+00   1.7926E-06   1.5420E-25   1.0760E+02   1.9673E+02   2.6354E-24   3.5825E+01   4.4824E-17   8.3684E-23   1.1818E-43
   2.000000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   3.5903E+04   7.6413E+03   3.3611E-10   6.6857E-10   2.3101E-10   1.1180E-10   4.2155E-11   7.4310E+00   1.1908E-13   5.3577E-14   3.0647E-14   8.2620E-14   6.9721E-13   8.9725E-23   1.1346E+02   0.0000E+00   1.3652E-18   7.5994E+03   1.0000E+09   1.4759E-06   2.0359E+02   4.4964E-35   1.9677E-16   3.4799E+02   7.4309E+00   0.0000E+00   1.9850E-06   1.8187E-25   1.1346E+02   2.0772E+02   3.1002E-24   3.7701E+01   5.0063E-17   9.8175E-23   1.4737E-43
   2.100000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   3.7751E+04   8.0235E+03   3.7045E-10   7.3705E-10   2.5469E-10   1.2327E-10   4.6480E-11   7.8324E+00   1.3223E-13   5.9495E-14   3.4032E-14   9.1746E-14   7.7425E-13   1.0408E-22   1.1932E+02   0.0000E+00   1.5830E-18   7.9796E+03   1.0000E+09   1.6315E-06   2.1441E+02   5.7332E-35   2.2771E-16   3.6539E+02   7.8323E+00   0.0000E+00   2.1873E-06   2.1268E-25   1.1932E+02   2.1871E+02   3.6167E-24   3.9578E+01   5.5593E-17   1.1425E-22   1.8166E-43
   2.200000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   3.9598E+04   8.4057E+03   4.0647E-10   8.0885E-10   2.7952E-10   1.3530E-10   5.1015E-11   8.2338E+00   1.4608E-13   6.5723E-14   3.7595E-14   1.0135E-13   8.5533E-13   1.1988E-22   1.2517E+02   0.0000E+00   1.8229E-18   8.3597E+03   1.0000E+09   1.7950E-06   2.2523E+02   7.2284E-35   2.6175E-16   3.8279E+02   8.2337E+00   0.0000E+00   2.3993E-06   2.4678E-25   1.2517E+02   2.2970E+02   4.1875E-24   4.1455E+01   6.1413E-17   1.3198E-22   2.2161E-43
   2.300000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   4.1446E+04   8.7878E+03   4.4416E-10   8.8399E-10   3.0551E-10   1.4788E-10   5.5761E-11   8.6352E+00   1.6061E-13   7.2263E-14   4.1335E-14   1.1144E-13   9.4045E-13   1.3721E-22   1.3103E+02   0.0000E+00   2.0859E-18   8.7399E+03   1.0000E+09   1.9664E-06   2.3605E+02   9.0206E-35   2.9901E-16   4.0019E+02   8.6351E+00   0.0000E+00   2.6211E-06   2.8436E-25   1.3103E+02   2.4069E+02   4.8155E-24   4.3332E+01   6.7523E-17   1.5146E-22   2.6782E-43
   2.400000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   4.3293E+04   9.1700E+03   4.8353E-10   9.6247E-10   3.3265E-10   1.6103E-10   6.0718E-11   9.0366E+00   1.7584E-13   7.9112E-14   4.5253E-14   1.2200E-13   1.0296E-12   1.5614E-22   1.3688E+02   0.0000E+00   2.3730E-18   9.1200E+03   1.0000E+09   2.1455E-06   2.4687E+02   1.1152E-34   3.3966E-16   4.1759E+02   9.0365E+00   0.0000E+00   2.8528E-06   3.2559E-25   1.3688E+02   2.5169E+02   5.5032E-24   4.5208E+01   7.3924E-17   1.7277E-22   3.2092E-43
   2.500000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   4.5141E+04   9.5522E+03   5.2456E-10   1.0443E-09   3.6094E-10   1.7473E-10   6.5885E-11   9.4380E+00   1.9175E-13   8.6273E-14   4.9349E-14   1.3304E-13   1.1228E-12   1.7673E-22   1.4274E+02   0.0000E+00   2.6853E-18   9.5002E+03   1.0000E+09   2.3325E-06   2.5769E+02   1.3669E-34   3.8383E-16   4.3499E+02   9.4379E+00   0.0000E+00   3.0942E-06   3.7062E-25   1.4274E+02   2.6268E+02   6.2536E-24   4.7085E+01   8.0614E-17   1.9599E-22   3.8156E-43
   2.600000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   4.6989E+04   9.9344E+03   5.6727E-10   1.1294E-09   3.9039E-10   1.8899E-10   7.1263E-11   9.8394E+00   2.0836E-13   9.3744E-14   5.3623E-14   1.4456E-13   1.2201E-12   1.9906E-22   1.4860E+02   0.0000E+00   3.0239E-18   9.8803E+03   1.0000E+09   2.5272E-06   2.6851E+02   1.6621E-34   4.3168E-16   4.5239E+02   9.8393E+00   0.0000E+00   3.3455E-06   4.1963E-25   1.4860E+02   2.7367E+02   7.0692E-24   4.8962E+01   8.7595E-17   2.2119E-22   4.5041E-43
   2.700000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   4.8836E+04   1.0317E+04   6.1166E-10   1.2179E-09   4.2099E-10   2.0381E-10   7.6852E-11   1.0241E+01   2.2565E-13   1.0153E-13   5.8074E-14   1.5656E-13   1.3214E-12   2.2319E-22   1.5445E+02   0.0000E+00   3.3898E-18   1.0260E+04   1.0000E+09   2.7298E-06   2.7933E+02   2.0062E-34   4.8335E-16   4.6979E+02   1.0241E+01   0.0000E+00   3.6065E-06   4.7278E-25   1.5445E+02   2.8466E+02   7.9529E-24   5.0838E+01   9.4867E-17   2.4847E-22   5.2819E-43
   2.800000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   5.0684E+04   1.0699E+04   6.5771E-10   1.3097E-09   4.5275E-10   2.1919E-10   8.2651E-11   1.0642E+01   2.4364E-13   1.0962E-13   6.2703E-14   1.6904E-13   1.4267E-12   2.4920E-22   1.6031E+02   0.0000E+00   3.7842E-18   1.0641E+04   1.0000E+09   2.9403E-06   2.9015E+02   2.4051E-34   5.3898E-16   4.8719E+02   1.0642E+01   0.0000E+00   3.8774E-06   5.3026E-25   1.6031E+02   2.9565E+02   8.9072E-24   5.2715E+01   1.0243E-16   2.7791E-22   6.1564E-43
   2.900000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   5.2531E+04   1.1081E+04   7.0544E-10   1.4049E-09   4.8566E-10   2.3513E-10   8.8661E-11   1.1044E+01   2.6232E-13   1.1802E-13   6.7510E-14   1.8200E-13   1.5361E-12   2.7715E-22   1.6617E+02   0.0000E+00   4.2079E-18   1.1021E+04   1.0000E+09   3.1585E-06   3.0097E+02   2.8652E-34   5.9873E-16   5.0459E+02   1.1043E+01   0.0000E+00   4.1581E-06   5.9221E-25   1.6617E+02   3.0665E+02   9.9351E-24   5.4592E+01   1.1028E-16   3.0958E-22   7.1353E-43
   3.000000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   5.4379E+04   1.1463E+04   7.5484E-10   1.5034E-09   5.1972E-10   2.5162E-10   9.4882E-11   1.1445E+01   2.8169E-13   1.2674E-13   7.2495E-14   1.9544E-13   1.6495E-12   3.0712E-22   1.7202E+02   0.0000E+00   4.6622E-18   1.1401E+04   1.0000E+09   3.3846E-06   3.1179E+02   3.3931E-34   6.6275E-16   5.2199E+02   1.1445E+01   0.0000E+00   4.4486E-06   6.5882E-25   1.7202E+02   3.1764E+02   1.1039E-23   5.6469E+01   1.1842E-16   3.4357E-22   8.2266E-43
   3.100000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   5.6226E+04   1.1845E+04   8.0592E-10   1.6052E-09   5.5493E-10   2.6868E-10   1.0131E-10   1.1846E+01   3.0174E-13   1.3576E-13   7.7657E-14   2.0936E-13   1.7670E-12   3.3918E-22   1.7788E+02   0.0000E+00   5.1481E-18   1.1781E+04   1.0000E+09   3.6184E-06   3.2261E+02   3.9961E-34   7.3117E-16   5.3939E+02   1.1846E+01   0.0000E+00   4.7489E-06   7.3026E-25   1.7788E+02   3.2863E+02   1.2222E-23   5.8345E+01   1.2686E-16   3.7995E-22   9.4387E-43
   3.200000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   5.8074E+04   1.2228E+04   8.5867E-10   1.7104E-09   5.9130E-10   2.8629E-10   1.0796E-10   1.2248E+01   3.2249E-13   1.4510E-13   8.2997E-14   2.2375E-13   1.8885E-12   3.7339E-22   1.8373E+02   0.0000E+00   5.6666E-18   1.2161E+04   1.0000E+09   3.8601E-06   3.3343E+02   4.6820E-34   8.0414E-16   5.5679E+02   1.2248E+01   0.0000E+00   5.0589E-06   8.0668E-25   1.8374E+02   3.3962E+02   1.3487E-23   6.0222E+01   1.3558E-16   4.1882E-22   1.0780E-42
   3.300000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   5.9922E+04   1.2610E+04   9.1309E-10   1.8189E-09   6.2882E-10   3.0447E-10   1.1481E-10   1.2649E+01   3.4393E-13   1.5474E-13   8.8514E-14   2.3863E-13   2.0141E-12   4.0983E-22   1.8959E+02   0.0000E+00   6.2188E-18   1.2541E+04   1.0000E+09   4.1097E-06   3.4425E+02   5.4590E-34   8.8182E-16   5.7419E+02   1.2649E+01   0.0000E+00   5.3788E-06   8.8827E-25   1.8959E+02   3.5061E+02   1.4836E-23   6.2099E+01   1.4459E-16   4.6026E-22   1.2260E-42
   3.400000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   6.1769E+04   1.2992E+04   9.6919E-10   1.9307E-09   6.6750E-10   3.2320E-10   1.2187E-10   1.3051E+01   3.6606E-13   1.6470E-13   9.4210E-14   2.5398E-13   2.1437E-12   4.4857E-22   1.9545E+02   0.0000E+00   6.8058E-18   1.2921E+04   1.0000E+09   4.3670E-06   3.5507E+02   6.3360E-34   9.6435E-16   5.9159E+02   1.3050E+01   0.0000E+00   5.7086E-06   9.7518E-25   1.9545E+02   3.6161E+02   1.6272E-23   6.3976E+01   1.5389E-16   5.0433E-22   1.3887E-42
   3.500000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   6.3617E+04   1.3374E+04   1.0270E-09   2.0459E-09   7.0733E-10   3.4249E-10   1.2915E-10   1.3452E+01   3.8888E-13   1.7497E-13   1.0008E-13   2.6982E-13   2.2774E-12   4.8968E-22   2.0130E+02   0.0000E+00   7.4286E-18   1.3302E+04   1.0000E+09   4.6322E-06   3.6589E+02   7.3222E-34   1.0519E-15   6.0899E+02   1.3452E+01   0.0000E+00   6.0481E-06   1.0676E-24   2.0130E+02   3.7260E+02   1.7797E-23   6.5852E+01   1.6349E-16   5.5114E-22   1.5670E-42
   3.600000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   6.5464E+04   1.3756E+04   1.0864E-09   2.1644E-09   7.4832E-10   3.6234E-10   1.3663E-10   1.3853E+01   4.1239E-13   1.8554E-13   1.0613E-13   2.8613E-13   2.4151E-12   5.3323E-22   2.0716E+02   0.0000E+00   8.0883E-18   1.3682E+04   1.0000E+09   4.9052E-06   3.7672E+02   8.4276E-34   1.1445E-15   6.2639E+02   1.3853E+01   0.0000E+00   6.3974E-06   1.1657E-24   2.0716E+02   3.8359E+02   1.9416E-23   6.7729E+01   1.7337E-16   6.0076E-22   1.7621E-42
   3.700000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   6.7312E+04   1.4139E+04   1.1475E-09   2.2862E-09   7.9045E-10   3.8274E-10   1.4433E-10   1.4255E+01   4.3660E-13   1.9643E-13   1.1236E-13   3.0292E-13   2.5568E-12   5.7928E-22   2.1302E+02   0.0000E+00   8.7860E-18   1.4062E+04   1.0000E+09   5.1860E-06   3.8754E+02   9.6627E-34   1.2425E-15   6.4379E+02   1.4255E+01   0.0000E+00   6.7565E-06   1.2696E-24   2.1302E+02   3.9458E+02   2.1129E-23   6.9606E+01   1.8355E-16   6.5326E-22   1.9748E-42
   3.800000E-14   1.0000E+09   2.1546E+17   1.9527E+16   5.2815E+15   4.7741E+14   8.6309E+13   0.0000E+00   6.9160E+04   1.4521E+04   1.2103E-09   2.4114E-09   8.3375E-10   4.0371E-10   1.5223E-10   1.4656E+01   4.6149E-13   2.0763E-13   1.1877E-13   3.2019E-13   2.7026E-12   6.2791E-22   2.1887E+02   0.0000E+00   9.5227E-18   1.4442E+04   1.0000E+09   5.4746E-06   3.9836E+02   1.1039E-33   1.3459E-15   6.6119E+02   1.4656E+01   0.0000E+00   7.1255E-06   1.3795E-24   2.1887E+02   4.0558E+02   2.2941E-23   7.1483E+01   1.9401E-16   7.0874E-22   2.2063E-42
